inspection_id,product_id,inspection_date,result,failure_reason,notes
1975,969,2026-04-26,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1976,969,2025-11-23,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1977,970,2025-08-08,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
1978,971,2025-12-23,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1979,972,2026-04-18,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1980,972,2025-07-05,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1981,972,2026-02-28,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
1982,973,2026-02-28,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1983,973,2026-02-17,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1984,973,2026-04-04,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1985,974,2025-08-21,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1986,975,2026-03-06,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1987,975,2025-07-31,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1988,975,2026-03-07,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1989,976,2025-10-02,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1990,976,2025-12-09,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1991,976,2025-06-30,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1992,977,2025-05-15,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1993,977,2025-12-29,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1994,977,2025-11-11,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1995,978,2025-09-05,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1996,978,2026-02-22,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1997,978,2025-09-22,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1998,979,2026-02-02,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1999,980,2025-12-23,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
2000,980,2025-10-13,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
2001,980,2025-12-12,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2002,981,2026-04-23,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2003,982,2025-08-14,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
2004,982,2026-03-07,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
2005,982,2025-06-05,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2006,983,2025-08-12,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2007,984,2025-12-18,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
2008,984,2026-01-06,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2009,984,2026-01-17,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
2010,985,2026-02-28,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
2011,986,2026-04-11,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
2012,987,2026-04-28,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2013,987,2025-09-16,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2014,988,2025-11-29,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
2015,989,2026-03-26,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2016,989,2026-01-16,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
2017,989,2026-01-24,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
2018,990,2025-12-22,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
2019,991,2025-11-08,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
2020,991,2025-11-27,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
2021,991,2026-03-18,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
2022,992,2025-07-18,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2023,993,2026-02-03,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2024,993,2026-03-15,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
2025,994,2025-07-09,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2026,994,2026-01-17,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
2027,994,2025-10-11,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
2028,995,2025-07-18,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2029,996,2026-04-23,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
2030,997,2025-12-06,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
2031,997,2025-09-14,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2032,997,2025-12-03,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
2033,998,2025-06-11,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2034,998,2025-10-19,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
2035,999,2025-09-14,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
